BL-001 	T 	BL 	F 	단추 여밈의 전체 오픈형
JK-268 	O 	JK 	F 	허리 길이
JK-268 	O 	JK 	F 	싱글 여밈
JK-268 	O 	JK 	F 	금속 단추 5개
JK-268 	O 	JK 	F 	라운드 넥
JK-268 	O 	JK 	F 	셋인 소매
JK-268 	O 	JK 	F 	긴소매 길이
JK-268 	O 	JK 	F 	가슴 양쪽 패치 포켓
JK-268 	O 	JK 	F 	몸통 가장자리 올풀림 장식
JK-268 	O 	JK 	M 	폴리에스터
JK-268 	O 	JK 	M 	트위드
JK-268 	O 	JK 	M 	뻣뻣한
JK-268 	O 	JK 	M 	무광
JK-268 	O 	JK 	M 	불투명
JK-268 	O 	JK 	C 	스카이 블루
JK-268 	O 	JK 	C 	파스텔 톤
JK-268 	O 	JK 	E 	소개팅
JK-268 	O 	JK 	E 	은은한
JK-268 	O 	JK 	E 	슬림한
JK-268 	O 	JK 	E 	여성스러운
JK-268 	O 	JK 	E 	포인트가 있는
JK-268 	O 	JK 	E 	화사한 봄 느낌의
JK-269 	O 	JK 	F 	박시 실루엣
JK-269 	O 	JK 	F 	엉덩이 길이
JK-269 	O 	JK 	F 	싱글 여밈
JK-269 	O 	JK 	F 	라운드 넥
JK-269 	O 	JK 	F 	드랍 숄더
JK-269 	O 	JK 	F 	일자형 소매
JK-269 	O 	JK 	F 	긴소매 길이
JK-269 	O 	JK 	F 	몸통 가장자리 브레이드 장식
JK-269 	O 	JK 	M 	폴리에스터
JK-269 	O 	JK 	M 	무광
JK-269 	O 	JK 	M 	불투명
JK-269 	O 	JK 	M 	신축성 없는
JK-269 	O 	JK 	M 	패딩
JK-269 	O 	JK 	M 	도톰한
JK-269 	O 	JK 	C 	흰색, 베이지, 핑크 유사색 블랜딩
JK-269 	O 	JK 	E 	빈티지
JK-269 	O 	JK 	E 	은은한
JK-269 	O 	JK 	E 	넉넉한
JK-269 	O 	JK 	E 	여리여리한
JK-269 	O 	JK 	E 	포인트가 있는
JK-269 	O 	JK 	E 	화사한
JK-270 	O 	JK 	F 	스트레이트 실루엣
JK-270 	O 	JK 	F 	엉덩이 덮는 길이
JK-270 	O 	JK 	F 	싱글 여밈
JK-270 	O 	JK 	F 	브이 넥
JK-270 	O 	JK 	F 	셋인 소매
JK-270 	O 	JK 	F 	긴소매 길이
JK-270 	O 	JK 	F 	허리선 양쪽 패치 포켓
JK-270 	O 	JK 	F 	가슴 양쪽 패치 포켓
JK-270 	O 	JK 	F 	네크라인, 앞중심선 브레이드 장식
JK-270 	O 	JK 	F 	주머니 위, 소매단 브레이드 장식
JK-270 	O 	JK 	M 	폴리에스터 혼방
JK-270 	O 	JK 	M 	트위드
JK-270 	O 	JK 	M 	뻣뻣한
JK-270 	O 	JK 	M 	두꺼운
JK-270 	O 	JK 	C 	다크 그린, 화이트 대비색 블랜딩
JK-270 	O 	JK 	E 	상견례
JK-270 	O 	JK 	E 	단아한
JK-270 	O 	JK 	E 	여유있는
JK-270 	O 	JK 	E 	성숙한 우아한
JK-270 	O 	JK 	E 	포인트가 있는
JK-270 	O 	JK 	E 	깊이감 있는
JK-271 	O 	JK 	F 	스트레이트 실루엣
JK-271 	O 	JK 	F 	엉덩이 덮는 길이
JK-271 	O 	JK 	F 	싱글 여밈
JK-271 	O 	JK 	F 	라운드 넥
JK-271 	O 	JK 	F 	셋인 소매
JK-271 	O 	JK 	F 	긴소매 길이
JK-271 	O 	JK 	M 	폴리에스터 혼방
JK-271 	O 	JK 	M 	체크
JK-271 	O 	JK 	M 	자카드
JK-271 	O 	JK 	M 	무광
JK-271 	O 	JK 	M 	뻣뻣한
JK-271 	O 	JK 	M 	신축성 없는
JK-271 	O 	JK 	M 	도톰한
JK-271 	O 	JK 	M 	입체감 있는
JK-271 	O 	JK 	C 	블랙, 베이지 대비색 블랜딩
JK-271 	O 	JK 	E 	하객룩
JK-271 	O 	JK 	E 	경쾌한
JK-271 	O 	JK 	E 	박시한
JK-271 	O 	JK 	E 	성숙한
JK-271 	O 	JK 	E 	포인트가 있는
JK-271 	O 	JK 	E 	겨울 느낌의
JK-272 	O 	JK 	F 	피티드 실루엣
JK-272 	O 	JK 	F 	엉덩이 길이
JK-272 	O 	JK 	F 	싱글 여밈
JK-272 	O 	JK 	F 	숨김 단추
JK-272 	O 	JK 	F 	브이 넥
JK-272 	O 	JK 	F 	셋인 소매
JK-272 	O 	JK 	F 	긴소매 길이
JK-272 	O 	JK 	M 	폴리에스터 혼방
JK-272 	O 	JK 	M 	무광
JK-272 	O 	JK 	M 	신축성 없는
JK-272 	O 	JK 	M 	불투명
JK-272 	O 	JK 	C 	블랙 단색
JK-272 	O 	JK 	E 	차려입은
JK-272 	O 	JK 	E 	단아한
JK-272 	O 	JK 	E 	슬림한
JK-272 	O 	JK 	E 	엘레강스
JK-272 	O 	JK 	E 	면접복 같은
JK-272 	O 	JK 	E 	깊이감 있는
JK-273 	O 	JK 	F 	피티앤드 플레어 실루엣
JK-273 	O 	JK 	F 	엉덩이 길이
JK-273 	O 	JK 	F 	몸통 끝단 플레어
JK-273 	O 	JK 	F 	싱글 여밈
JK-273 	O 	JK 	F 	금속 단추 5개
JK-273 	O 	JK 	F 	라운드 넥
JK-273 	O 	JK 	F 	셋인 소매
JK-273 	O 	JK 	F 	긴소매 길이
JK-273 	O 	JK 	F 	가슴 절개선 장식
JK-273 	O 	JK 	M 	폴리에스터
JK-273 	O 	JK 	M 	반광
JK-273 	O 	JK 	M 	불투명
JK-273 	O 	JK 	M 	신축성 없는
JK-273 	O 	JK 	M 	드레이퍼리한
JK-273 	O 	JK 	C 	그린
JK-273 	O 	JK 	C 	다크톤
JK-273 	O 	JK 	E 	차려입은 하객룩
JK-273 	O 	JK 	E 	단아한
JK-273 	O 	JK 	E 	슬림한
JK-273 	O 	JK 	E 	엘레강스
JK-273 	O 	JK 	E 	포인트가 있는
JK-273 	O 	JK 	E 	깊이감 있는
JK-274 	O 	JK 	F 	스트레이트 실루엣
JK-274 	O 	JK 	F 	엉덩이 덮는 길이
JK-274 	O 	JK 	F 	싱글 여밈
JK-274 	O 	JK 	F 	단추 2개
JK-274 	O 	JK 	F 	테일러드 칼라
JK-274 	O 	JK 	F 	셋인 소매
JK-274 	O 	JK 	F 	긴소매 길이
JK-274 	O 	JK 	F 	허리선 양쪽 패치 포켓
JK-274 	O 	JK 	F 	네크라인, 앞중심선 손뜨개 장식
JK-274 	O 	JK 	F 	주머니 아래 손뜨개 장식
JK-274 	O 	JK 	M 	폴리에스터
JK-274 	O 	JK 	M 	트위드
JK-274 	O 	JK 	M 	무광
JK-274 	O 	JK 	M 	불투명
JK-274 	O 	JK 	M 	신축성 없는
JK-274 	O 	JK 	C 	아이보리, 레드, 블랙, 대비색 블랜딩
JK-274 	O 	JK 	C 	가장자리선 레드 배색
JK-274 	O 	JK 	E 	컨츄리
JK-274 	O 	JK 	E 	발랄한
JK-274 	O 	JK 	E 	몸매를 가리는
JK-274 	O 	JK 	E 	소녀같은
JK-274 	O 	JK 	E 	과장된
JK-274 	O 	JK 	E 	가을 느낌의
JK-275 	O 	JK 	F 	박시 실루엣
JK-275 	O 	JK 	F 	엉덩이 길이
JK-275 	O 	JK 	F 	싱글 여밈
JK-275 	O 	JK 	F 	단추 5개
JK-275 	O 	JK 	F 	라운드 넥
JK-275 	O 	JK 	F 	드랍 숄더
JK-275 	O 	JK 	F 	일자형 소매
JK-275 	O 	JK 	F 	긴소매 길이
JK-275 	O 	JK 	F 	허리선 양쪽 패치 포켓
JK-275 	O 	JK 	F 	몸통 가장자리 바이어스 테잎 장식
JK-275 	O 	JK 	F 	주머니 아래선 바이어스 테잎 장식
JK-275 	O 	JK 	M 	폴리에스터
JK-275 	O 	JK 	M 	양털 같은
JK-275 	O 	JK 	M 	무광
JK-275 	O 	JK 	M 	불투명
JK-275 	O 	JK 	M 	신축성 없는
JK-275 	O 	JK 	M 	도톰한
JK-275 	O 	JK 	C 	아이보리
JK-275 	O 	JK 	C 	단추, 가장자리선 블랙 배색
JK-275 	O 	JK 	E 	편안한
JK-275 	O 	JK 	E 	발랄한
JK-275 	O 	JK 	E 	벌키한
JK-275 	O 	JK 	E 	남녀 구분이 없는
JK-275 	O 	JK 	E 	단순한
JK-275 	O 	JK 	E 	따뜻한
JK-276 	O 	JK 	F 	스트레이트 실루엣
JK-276 	O 	JK 	F 	엉덩이 길이
JK-276 	O 	JK 	F 	더블 여밈
JK-276 	O 	JK 	F 	단추 2X2개
JK-276 	O 	JK 	F 	브이 넥
JK-276 	O 	JK 	F 	드랍 숄더
JK-276 	O 	JK 	F 	일자형 소매
JK-276 	O 	JK 	F 	긴소매 길이
JK-276 	O 	JK 	F 	허리선 양쪽 패치 포켓
JK-276 	O 	JK 	F 	몸통 가장자리 바인딩 장식
JK-276 	O 	JK 	M 	아크릴
JK-276 	O 	JK 	M 	니트
JK-276 	O 	JK 	M 	체크
JK-276 	O 	JK 	M 	무광
JK-276 	O 	JK 	M 	불투명
JK-276 	O 	JK 	M 	신축성 있는
JK-276 	O 	JK 	C 	화이트 블랙 대비색 블랜딩
JK-276 	O 	JK 	E 	실용적인
JK-276 	O 	JK 	E 	경쾌한
JK-276 	O 	JK 	E 	넉넉한
JK-276 	O 	JK 	E 	남녀 구분이 없는
JK-276 	O 	JK 	E 	포인트가 있는
JK-276 	O 	JK 	E 	겨울 느낌의
JK-277 	O 	JK 	F 	박시 실루엣
JK-277 	O 	JK 	F 	허리 길이
JK-277 	O 	JK 	F 	싱글 여밈
JK-277 	O 	JK 	F 	금속 단추 5개
JK-277 	O 	JK 	F 	스탠드 칼라
JK-277 	O 	JK 	F 	드랍 숄더
JK-277 	O 	JK 	F 	퍼프 소매
JK-277 	O 	JK 	F 	손등 덮는 소매 길이
JK-277 	O 	JK 	F 	몸통 끝단 밴드 장식
JK-277 	O 	JK 	M 	폴리에스터
JK-277 	O 	JK 	M 	무광
JK-277 	O 	JK 	M 	불투명
JK-277 	O 	JK 	M 	신축성 없는
JK-277 	O 	JK 	M 	기모의
JK-277 	O 	JK 	C 	핑크
JK-277 	O 	JK 	C 	페일톤
JK-277 	O 	JK 	E 	친구 모임
JK-277 	O 	JK 	E 	발랄한
JK-277 	O 	JK 	E 	박시한
JK-277 	O 	JK 	E 	귀여운
JK-277 	O 	JK 	E 	포인트가 있는
JK-277 	O 	JK 	E 	봄 느낌의
JK-278 	O 	JK 	F 	박시 실루엣
JK-278 	O 	JK 	F 	허리 길이
JK-278 	O 	JK 	F 	더블 여밈
JK-278 	O 	JK 	F 	단추 2X3 개
JK-278 	O 	JK 	F 	테일러드 칼라
JK-278 	O 	JK 	F 	기모노 소매
JK-278 	O 	JK 	F 	긴 소매 길이
JK-278 	O 	JK 	F 	소매단 커프스
JK-278 	O 	JK 	M 	면 혼방
JK-278 	O 	JK 	M 	반광
JK-278 	O 	JK 	M 	불투명
JK-278 	O 	JK 	M 	신축성 없는
JK-278 	O 	JK 	C 	블랙 단색
JK-278 	O 	JK 	E 	캐주얼
JK-278 	O 	JK 	E 	경쾌한
JK-278 	O 	JK 	E 	박시한
JK-278 	O 	JK 	E 	매니쉬
JK-278 	O 	JK 	E 	과장된
JK-279 	O 	JK 	F 	박시 실루엣
JK-279 	O 	JK 	F 	엉덩이 덮는 길이
JK-279 	O 	JK 	F 	싱글 여밈
JK-279 	O 	JK 	F 	숨김 단추
JK-279 	O 	JK 	F 	퓨리탄 칼라
JK-279 	O 	JK 	F 	드랍 숄더
JK-279 	O 	JK 	F 	비숍 소매
JK-279 	O 	JK 	F 	소매단 플레어
JK-279 	O 	JK 	F 	손등 덮는 소매 길이
JK-279 	O 	JK 	F 	가슴 왼쪽 웰트 포켓
JK-279 	O 	JK 	M 	울 혼방
JK-279 	O 	JK 	M 	무광
JK-279 	O 	JK 	M 	불투명
JK-279 	O 	JK 	M 	신축성 없는
JK-279 	O 	JK 	M 	드레이퍼리한
JK-279 	O 	JK 	C 	베이지 단색
JK-279 	O 	JK 	E 	하객룩
JK-279 	O 	JK 	E 	발랄한
JK-279 	O 	JK 	E 	박시한
JK-279 	O 	JK 	E 	러블리
JK-279 	O 	JK 	E 	포인트가 있는
JK-279 	O 	JK 	E 	가을 느낌의
JK-280 	O 	JK 	F 	박시 실루엣
JK-280 	O 	JK 	F 	엉덩이 덮는 길이
JK-280 	O 	JK 	F 	싱글 여밈
JK-280 	O 	JK 	F 	플라이 프론트
JK-280 	O 	JK 	F 	지퍼 여밈
JK-280 	O 	JK 	F 	스탠드 칼라
JK-280 	O 	JK 	F 	래글런 소매
JK-280 	O 	JK 	F 	소매단 커프스
JK-280 	O 	JK 	F 	손등 덮는 소매 길이
JK-280 	O 	JK 	F 	허리선 양쪽 패치 포켓
JK-280 	O 	JK 	F 	가슴 양쪽 패치 포켓
JK-280 	O 	JK 	F 	허리 벨트 장식
JK-280 	O 	JK 	M 	폴리에스터
JK-280 	O 	JK 	M 	잔털있는
JK-280 	O 	JK 	M 	무광
JK-280 	O 	JK 	M 	불투명
JK-280 	O 	JK 	M 	신축성 없는
JK-280 	O 	JK 	M 	두꺼운
JK-280 	O 	JK 	C 	스카이 블루
JK-280 	O 	JK 	C 	브라이트 톤
JK-280 	O 	JK 	E 	캐주얼
JK-280 	O 	JK 	E 	액티브한
JK-280 	O 	JK 	E 	박시한
JK-280 	O 	JK 	E 	톰보이
JK-280 	O 	JK 	E 	포인트가 있는
JK-280 	O 	JK 	E 	가을 느낌의
JK-281 	O 	JK 	F 	박시 실루엣
JK-281 	O 	JK 	F 	엉덩이 덮는 길이
JK-281 	O 	JK 	F 	싱글 여밈
JK-281 	O 	JK 	F 	단추 5개
JK-281 	O 	JK 	F 	스탠드 칼라
JK-281 	O 	JK 	F 	드랍 숄더
JK-281 	O 	JK 	F 	비숍 소매
JK-281 	O 	JK 	F 	소매단 커프스
JK-281 	O 	JK 	F 	손등 덮는 소매 길이
JK-281 	O 	JK 	F 	허리선 양쪽 카고 포켓
JK-281 	O 	JK 	F 	가슴 양쪽지퍼 포켓
JK-281 	O 	JK 	F 	허리 벨트 장식
JK-281 	O 	JK 	F 	어깨 견장 장식
JK-281 	O 	JK 	M 	폴리에스테르
JK-281 	O 	JK 	M 	인조 스웨이드
JK-281 	O 	JK 	M 	신축성 없는
JK-281 	O 	JK 	M 	드레이퍼리한
JK-281 	O 	JK 	C 	브라운
JK-281 	O 	JK 	C 	덜톤
JK-281 	O 	JK 	C 	견장, 벨트 블랙 배색
JK-281 	O 	JK 	E 	캐주얼
JK-281 	O 	JK 	E 	경쾌한
JK-281 	O 	JK 	E 	박시한
JK-281 	O 	JK 	E 	군복같은
JK-281 	O 	JK 	E 	포인트가 있는
JK-281 	O 	JK 	E 	가을 느낌의
JK-282 	O 	JK 	F 	박시 실루엣
JK-282 	O 	JK 	F 	엉덩이 덮는 길이
JK-282 	O 	JK 	F 	싱글 여밈
JK-282 	O 	JK 	F 	단추 5개
JK-282 	O 	JK 	F 	플랫 칼라
JK-282 	O 	JK 	F 	드랍 숄더
JK-282 	O 	JK 	F 	일자형 소매
JK-282 	O 	JK 	F 	손등 덮는 소매 길이
JK-282 	O 	JK 	F 	허리선 왼쪽 웰트 포켓
JK-282 	O 	JK 	F 	허리선 오른쪽 플랩 패치 포켓
JK-282 	O 	JK 	M 	울 혼방
JK-282 	O 	JK 	M 	체크
JK-282 	O 	JK 	M 	무광
JK-282 	O 	JK 	M 	뻣뻣한
JK-282 	O 	JK 	M 	신축성 없는
JK-282 	O 	JK 	C 	오렌지, 레드, 브라운 유사색 블랜딩
JK-282 	O 	JK 	C 	칼라 주머니 브라운 배색
JK-282 	O 	JK 	E 	캐주얼
JK-282 	O 	JK 	E 	경쾌한
JK-282 	O 	JK 	E 	박시한
JK-282 	O 	JK 	E 	남성복 같은
JK-282 	O 	JK 	E 	포인트가 있는
JK-282 	O 	JK 	E 	가을 느낌의
JK-283 	O 	JK 	F 	스트레이트 실루엣
JK-283 	O 	JK 	F 	엉덩이 길이
JK-283 	O 	JK 	F 	싱글 여밈
JK-283 	O 	JK 	F 	단추 5개
JK-283 	O 	JK 	F 	컨버터블 칼라
JK-283 	O 	JK 	F 	드랍 숄더
JK-283 	O 	JK 	F 	일자형 소매
JK-283 	O 	JK 	F 	손등 덮는 소매 길이
JK-283 	O 	JK 	F 	허리선 양쪽 사선 웰트 포켓
JK-283 	O 	JK 	F 	가슴 왼쪽 플랩 포켓
JK-283 	O 	JK 	M 	폴리우레탄
JK-283 	O 	JK 	M 	인조 가죽
JK-283 	O 	JK 	M 	반광
JK-283 	O 	JK 	M 	불투명
JK-283 	O 	JK 	M 	신축성 없는
JK-283 	O 	JK 	C 	브라운
JK-283 	O 	JK 	E 	친구모임
JK-283 	O 	JK 	E 	차분한
JK-283 	O 	JK 	E 	여유있는
JK-283 	O 	JK 	E 	매니쉬한
JK-283 	O 	JK 	E 	단순한
JK-283 	O 	JK 	E 	가을 느낌의
JK-284 	O 	JK 	F 	스트레이트 실루엣
JK-284 	O 	JK 	F 	엉덩이 덮는 길이
JK-284 	O 	JK 	F 	싱글 여밈
JK-284 	O 	JK 	F 	단추 5개
JK-284 	O 	JK 	F 	컨버터블 칼라
JK-284 	O 	JK 	F 	드랍 숄더
JK-284 	O 	JK 	F 	일자형 소매
JK-284 	O 	JK 	F 	손등 덮는 소매 길이
JK-284 	O 	JK 	F 	허리선 양쪽 패치 포켓
JK-284 	O 	JK 	F 	허리 벨트 장식
JK-284 	O 	JK 	M 	폴리우레탄
JK-284 	O 	JK 	M 	인조가죽
JK-284 	O 	JK 	M 	반광
JK-284 	O 	JK 	M 	신축성 없는
JK-284 	O 	JK 	C 	브라운
JK-284 	O 	JK 	C 	덜 톤
JK-284 	O 	JK 	E 	친구모임
JK-284 	O 	JK 	E 	차분한
JK-284 	O 	JK 	E 	여유있는
JK-284 	O 	JK 	E 	매니쉬한
JK-284 	O 	JK 	E 	포인트가 있는
JK-284 	O 	JK 	E 	가을 느낌의
JK-285 	O 	JK 	F 	박시 실루엣
JK-285 	O 	JK 	F 	엉덩이 덮는 길이
JK-285 	O 	JK 	F 	싱글 여밈
JK-285 	O 	JK 	F 	단추 6개
JK-285 	O 	JK 	F 	셔츠 칼라
JK-285 	O 	JK 	F 	드랍 숄더
JK-285 	O 	JK 	F 	퍼프 소매
JK-285 	O 	JK 	F 	손등 덮는 소매 길이
JK-285 	O 	JK 	F 	소매단 커프스
JK-285 	O 	JK 	F 	가슴 양쪽 패치 포켓
JK-285 	O 	JK 	F 	허리 벨트 장식
JK-285 	O 	JK 	F 	앞판 허리 아래 세로 절개선
JK-285 	O 	JK 	M 	폴리에스터 혼방
JK-285 	O 	JK 	M 	인조 가죽
JK-285 	O 	JK 	M 	반광
JK-285 	O 	JK 	M 	불투명
JK-285 	O 	JK 	M 	신축성 없는
JK-285 	O 	JK 	C 	블랙
JK-285 	O 	JK 	E 	복고풍
JK-285 	O 	JK 	E 	액티브한
JK-285 	O 	JK 	E 	박시한
JK-285 	O 	JK 	E 	매니쉬
JK-285 	O 	JK 	E 	포인트가 있는
JK-285 	O 	JK 	E 	겨울의
JK-286 	O 	JK 	F 	박시 실루엣
JK-286 	O 	JK 	F 	허리 길이
JK-286 	O 	JK 	F 	싱글 여밈
JK-286 	O 	JK 	F 	금속단추 5개
JK-286 	O 	JK 	F 	컨버터블 칼라
JK-286 	O 	JK 	F 	드랍 숄더
JK-286 	O 	JK 	F 	일자형 소매
JK-286 	O 	JK 	F 	손등 덮는 소매 길이
JK-286 	O 	JK 	F 	소매단, 몸통 밑단 커프스
JK-286 	O 	JK 	F 	가슴 양쪽 플랩 포켓
JK-286 	O 	JK 	M 	면 혼방
JK-286 	O 	JK 	M 	무광
JK-286 	O 	JK 	M 	신축성 없는
JK-286 	O 	JK 	M 	호피 무늬
JK-286 	O 	JK 	M 	뻣뻣한
JK-286 	O 	JK 	C 	베이지, 브라운, 블랙 유사색 블랜딩
JK-286 	O 	JK 	E 	SNS 사진용
JK-286 	O 	JK 	E 	발랄한
JK-286 	O 	JK 	E 	넉넉한
JK-286 	O 	JK 	E 	클럽룩
JK-286 	O 	JK 	E 	복잡한
JK-286 	O 	JK 	E 	환해 보이는
JK-287 	O 	JK 	F 	스트레이트 실루엣
JK-287 	O 	JK 	F 	허리 길이
JK-287 	O 	JK 	F 	싱글 여밈
JK-287 	O 	JK 	F 	금속단추 6개
JK-287 	O 	JK 	F 	리본 칼라
JK-287 	O 	JK 	F 	드랍 숄더
JK-287 	O 	JK 	F 	일자형 소매
JK-287 	O 	JK 	F 	손등 덮는 소매 길이
JK-287 	O 	JK 	F 	소매단, 몸통 밑단 커프스
JK-287 	O 	JK 	F 	가슴 양쪽 플랩 포켓
JK-287 	O 	JK 	M 	면
JK-287 	O 	JK 	M 	무광
JK-287 	O 	JK 	M 	뻣뻣한
JK-287 	O 	JK 	M 	신축성 없는
JK-287 	O 	JK 	C 	라임 그린
JK-287 	O 	JK 	C 	덜 톤
JK-287 	O 	JK 	E 	캐주얼
JK-287 	O 	JK 	E 	발랄한
JK-287 	O 	JK 	E 	여유있는
JK-287 	O 	JK 	E 	귀여운
JK-287 	O 	JK 	E 	포인트가 있는
JK-287 	O 	JK 	E 	화사한
JK-288 	O 	JK 	F 	스트레이트 실루엣
JK-288 	O 	JK 	F 	엉덩이 길이
JK-288 	O 	JK 	F 	싱글 여밈
JK-288 	O 	JK 	F 	금속단추 6개
JK-288 	O 	JK 	F 	컨버터블 칼라
JK-288 	O 	JK 	F 	드랍 숄더
JK-288 	O 	JK 	F 	일자형 소매
JK-288 	O 	JK 	F 	손등 덮는 소매 길이
JK-288 	O 	JK 	F 	소매단, 몸통 밑단 커프스
JK-288 	O 	JK 	F 	가슴 양쪽 플랩 포켓
JK-288 	O 	JK 	F 	허리선 양쪽 세로 웰트 포켓
JK-288 	O 	JK 	F 	가슴 요크선, 새로 절개선
JK-288 	O 	JK 	M 	면
JK-288 	O 	JK 	M 	데님
JK-288 	O 	JK 	M 	워싱된
JK-288 	O 	JK 	M 	무광
JK-288 	O 	JK 	M 	뻣뻣한
JK-288 	O 	JK 	M 	신축성 없는
JK-288 	O 	JK 	C 	블루
JK-288 	O 	JK 	C 	파스텔 톤
JK-288 	O 	JK 	E 	캐주얼
JK-288 	O 	JK 	E 	발랄한
JK-288 	O 	JK 	E 	넉넉한
JK-288 	O 	JK 	E 	남녀공용의
JK-288 	O 	JK 	E 	포인트가 있는
JK-288 	O 	JK 	E 	화사한 봄 느낌의
JK-289 	O 	JK 	F 	박시 실루엣
JK-289 	O 	JK 	F 	허리 길이
JK-289 	O 	JK 	F 	싱글 여밈
JK-289 	O 	JK 	F 	단추 4개
JK-289 	O 	JK 	F 	컨버터블 칼라
JK-289 	O 	JK 	F 	드랍 숄더
JK-289 	O 	JK 	F 	일자형 소매
JK-289 	O 	JK 	F 	손등 덮는 소매 길이
JK-289 	O 	JK 	F 	몸통 밑단 커프스
JK-289 	O 	JK 	F 	가슴 양쪽 플랩 포켓
JK-289 	O 	JK 	F 	가슴 요크선
JK-289 	O 	JK 	M 	폴리에스터 혼방
JK-289 	O 	JK 	M 	무광
JK-289 	O 	JK 	M 	뻣뻣한
JK-289 	O 	JK 	M 	신축성 없는
JK-289 	O 	JK 	M 	두꺼운
JK-289 	O 	JK 	C 	아이보리
JK-289 	O 	JK 	C 	멜란지
JK-289 	O 	JK 	E 	데이트
JK-289 	O 	JK 	E 	발랄한
JK-289 	O 	JK 	E 	넉넉한
JK-289 	O 	JK 	E 	귀여운
JK-289 	O 	JK 	E 	포인트가 있는
JK-289 	O 	JK 	E 	환해 보이는
JK-290 	O 	JK 	F 	박시 실루엣
JK-290 	O 	JK 	F 	엉덩이 길이
JK-290 	O 	JK 	F 	싱글 여밈
JK-290 	O 	JK 	F 	단추 7개
JK-290 	O 	JK 	F 	셔츠 칼라
JK-290 	O 	JK 	F 	드랍 숄더
JK-290 	O 	JK 	F 	비숍 소매
JK-290 	O 	JK 	F 	손등 덮는 소매 길이
JK-290 	O 	JK 	F 	소매단 커프스
JK-290 	O 	JK 	F 	가슴 양쪽 플랩 패치 포켓
JK-290 	O 	JK 	M 	무광
JK-290 	O 	JK 	M 	불투명
JK-290 	O 	JK 	M 	뻣뻣한
JK-290 	O 	JK 	M 	신축성 없는
JK-290 	O 	JK 	M 	두꺼운
JK-290 	O 	JK 	C 	베이지 단색
JK-290 	O 	JK 	C 	페일 톤
JK-290 	O 	JK 	C 	멜란지
JK-290 	O 	JK 	E 	자연스러운
JK-290 	O 	JK 	E 	경쾌한
JK-290 	O 	JK 	E 	여유있는
JK-290 	O 	JK 	E 	톰보이
JK-290 	O 	JK 	E 	포인트가있는
JK-290 	O 	JK 	E 	가을 느낌의
JK-291 	O 	JK 	F 	박시 실루엣
JK-291 	O 	JK 	F 	엉덩이 길이
JK-291 	O 	JK 	F 	싱글 여밈
JK-291 	O 	JK 	F 	단추 6개
JK-291 	O 	JK 	F 	셔츠 칼라
JK-291 	O 	JK 	F 	드랍 숄더
JK-291 	O 	JK 	F 	비숍 소매
JK-291 	O 	JK 	F 	손등 덮는 소매 길이
JK-291 	O 	JK 	F 	소매단 커프스
JK-291 	O 	JK 	F 	가슴 양쪽 플랩 패치 포켓
JK-291 	O 	JK 	M 	폴리에스터 혼방
JK-291 	O 	JK 	M 	타탄체크
JK-291 	O 	JK 	M 	무광
JK-291 	O 	JK 	M 	불투명
JK-291 	O 	JK 	M 	신축성 없는
JK-291 	O 	JK 	M 	뻣뻣한
JK-291 	O 	JK 	M 	두꺼운
JK-291 	O 	JK 	C 	브라운, 스카이블루, 화이트 대비색 블랜딩
JK-291 	O 	JK 	E 	가볍게 입을 수 있는
JK-291 	O 	JK 	E 	헐렁한
JK-291 	O 	JK 	E 	여유있는
JK-291 	O 	JK 	E 	남녀 구분이 없는
JK-291 	O 	JK 	E 	포인트가 있는
JK-291 	O 	JK 	E 	가을 느낌의
JK-292 	O 	JK 	F 	박시 실루엣
JK-292 	O 	JK 	F 	엉덩이 길이
JK-292 	O 	JK 	F 	싱글 여밈
JK-292 	O 	JK 	F 	단추 6개
JK-292 	O 	JK 	F 	셔츠 칼라
JK-292 	O 	JK 	F 	드랍 숄더
JK-292 	O 	JK 	F 	일자형 소매
JK-292 	O 	JK 	F 	손등 덮는 소매 길이
JK-292 	O 	JK 	F 	소매단 커프스
JK-292 	O 	JK 	F 	가슴 양쪽 플랩 패치 포켓
JK-292 	O 	JK 	M 	폴리에스터 혼방
JK-292 	O 	JK 	M 	타탄체크
JK-292 	O 	JK 	M 	무광
JK-292 	O 	JK 	M 	신축성 없는
JK-292 	O 	JK 	M 	뻣뻣한
JK-292 	O 	JK 	M 	두꺼운
JK-292 	O 	JK 	M 	잔털 있는
JK-292 	O 	JK 	C 	그레이, 아이보리 유사색 블랜딩
JK-292 	O 	JK 	E 	가볍게 입을 수 있는
JK-292 	O 	JK 	E 	헐렁한
JK-292 	O 	JK 	E 	여유있는
JK-292 	O 	JK 	E 	남녀 구분이 없는
JK-292 	O 	JK 	E 	포인트가 있는
JK-292 	O 	JK 	E 	가을 느낌의
JK-293 	O 	JK 	F 	박시 실루엣
JK-293 	O 	JK 	F 	엉덩이 길이
JK-293 	O 	JK 	F 	더블 여밈
JK-293 	O 	JK 	F 	단추 2X3개
JK-293 	O 	JK 	F 	나폴레옹 칼라
JK-293 	O 	JK 	F 	드랍 소매
JK-293 	O 	JK 	F 	일자형 소매
JK-293 	O 	JK 	F 	손등 덮는 소매 길이
JK-293 	O 	JK 	F 	어깨에 견장 장식
JK-293 	O 	JK 	F 	오른쪽 가슴 건 플랩 장식
JK-293 	O 	JK 	F 	몸통 끝단 올풀림 장식
JK-293 	O 	JK 	M 	면 혼방
